CAD_U|CASLC|AIRPMGR|AIQ|20150103155209|A-22B|||//3/1/2015 1:00:02 AM
CAD_U|CASLU|AMB-X1|AIQ|20150227160620|A-36J|||//3/1/2015 1:00:03 AM
CAD_U|CASLU|AMB-X2|AIQ|20150107092124|A-36J|||//3/1/2015 1:00:04 AM
CAD_U|CASBY|B15|AIQ|20150209083155|B-15A||OUT|//3/1/2015 1:00:05 AM
CAD_U|CASLC|B21|AIQ|20140816183405|A-22A|||//3/1/2015 1:00:06 AM
CAD_U|CASLC|B33|AIQ|20150223210256|NACI1A|||//3/1/2015 1:00:07 AM
CAD_U|CASLU|B3412|AIQ|20150228203707|MONEY|||//3/1/2015 1:00:08 AM
CAD_U|CASLU|B3414|AIQ|20150228183730|TULLY|||//3/1/2015 1:00:10 AM
CAD_U|CAMBHP|B381|AIQ|20150124162532|B-11D|||//3/1/2015 1:00:11 AM
CAD_U|CAMBHP|B3864|AIQ|20150124165255|B-11D|||//3/1/2015 1:00:12 AM
CAD_U|CACMB|B57|AIQ|20150206152819|G-16B|||//3/1/2015 1:00:13 AM
CAD_U|CASLC|B62|AIQ|20150228112109|A-24C|||//3/1/2015 1:00:14 AM
CAD_U|CAPSM|B64|AIQ|20150228112301|A-32M|||//3/1/2015 1:00:15 AM
CAD_U|CALPF|BLPF|AIQ|20140809131536|166-K|||//3/1/2015 1:00:16 AM
CAD_U|CABOB|BOBPAGE|AIQ|20150228174028|CR-18A|||//3/1/2015 1:00:17 AM
CAD_U|CASLC|BS62|AIQ|20150225221731|A-24C|||//3/1/2015 1:00:18 AM
CAD_U|CATEM|BS7145|AIQ|20150216164947|T-5B|||//3/1/2015 1:00:19 AM
CAD_U|CASBC|BSBC|AIQ|20150224095529|SBC-24|||//3/1/2015 1:00:20 AM
CAD_U|CASLO|BSLO|AIQ|20150214154201|A-16D|||//3/1/2015 1:00:21 AM
CAD_U|CASBC|C308|AIQ|20121112134807|SYHB|||//3/1/2015 1:00:22 AM
CAD_U|CASBC|C309|AIQ|20120510195034|SYHB|||//3/1/2015 1:00:24 AM
CAD_U|CAMBHP|C3800|AIQ|20150124162532|B-11D|||//3/1/2015 1:00:25 AM
CAD_U|CACHP|C70|AIQ|20150228112258|R-8C|||//3/1/2015 1:00:26 AM
CAD_U|CASLU|CAM21|AIQ|20150224080843|VNT|||//3/1/2015 1:00:27 AM
CAD_U|CASLU|CAM22|AIQ|20150224080845|VNT|||//3/1/2015 1:00:28 AM
CAD_U|CACAY|CCAY|AIQ|20150128120940|B-7B|||//3/1/2015 1:00:29 AM
CAD_U|CACMB|CCMB|AIQ|20150216160720|G-16B|||//3/1/2015 1:00:30 AM
